,threatInfo.threatId,threatInfo.threatName,threatInfo.classification,threatInfo.confidenceLevel,threatInfo.analystVerdict,threatInfo.createdAt,threatInfo.identifiedAt,threatInfo.updatedAt,indicatorList,indicatorListString,threatInfo.detectionType,action,threatInfo.sha1,engine
10692,1915399548209407000,ANONYMIZED,Malware,malicious,true_positive,2024-03-27T17:56:59.346614Z,2024-03-27T17:56:57.690000Z,2024-03-27T18:40:46.660555Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
2684,1686969494457342825,ANONYMIZED,Ransomware,suspicious,false_positive,2023-05-17T13:47:14.927187Z,2023-05-17T13:47:14.757000Z,2023-05-17T14:41:02.976692Z,"[711, 641, 43, 437, 293]",43 293 437 641 711,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
9309,1888380877644262553,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T11:15:42.823857Z,2024-02-19T08:55:02.078000Z,2024-02-19T11:32:11.458969Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
4035,1722410924240286975,ANONYMIZED,Malware,suspicious,true_positive,2023-07-05T11:23:02.592706Z,2023-07-05T11:23:02.328000Z,2023-07-07T13:58:31.637991Z,"[41, 32, 29, 33]",29 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
1595,1655883204972260962,ANONYMIZED,Malware,suspicious,false_positive,2023-04-04T16:24:20.442492Z,2023-04-04T16:24:14.454000Z,2023-04-04T17:56:23.616518Z,"[121, 796, 171, 427, 153, 122, 768, 674]",121 122 153 171 427 674 768 796,dynamic,,ANONYMIZED,"Documents, Scripts"
1498,1651827676178155348,ANONYMIZED,Malware,suspicious,false_positive,2023-03-30T02:06:43.736787Z,2023-03-30T02:06:41.038000Z,2023-03-30T06:18:55.039364Z,"[114, 796, 121, 427]",114 121 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
927,1639247737647663370,ANONYMIZED,Malware,suspicious,true_positive,2023-03-12T17:32:38.201111Z,2023-03-12T17:32:36.541000Z,2023-03-12T17:54:30.502677Z,"[41, 29]",29 41,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
293,1900077399223782913,ANONYMIZED,Malware,malicious,true_positive,2024-03-06T14:34:36.851336Z,2024-03-06T14:34:36.351000Z,2024-03-06T14:41:19.690148Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
11329,1920171779535177573,ANONYMIZED,Malware,suspicious,true_positive,2024-04-03T07:58:33.652103Z,2024-04-03T07:58:31.344000Z,2024-04-07T01:18:26.805160Z,"[31, 30, 32, 29, 33, 20, 15, 12]",12 15 20 29 30 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8559,1874793230038260912,ANONYMIZED,Malware,suspicious,false_positive,2024-01-31T17:19:29.006299Z,2024-01-31T17:19:27.097000Z,2024-01-31T17:29:21.381561Z,"[1, 31, 32, 29, 33, 6]",1 6 29 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
4898,1751479165375927776,ANONYMIZED,Virus,suspicious,true_positive,2023-08-14T13:56:26.966380Z,2023-08-14T13:56:15.902000Z,2023-08-21T05:54:00.950199Z,"[30, 32, 33]",30 32 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
8821,1879245935384509209,ANONYMIZED,Malware,malicious,true_positive,2024-02-06T20:46:12.837198Z,2024-02-06T20:46:12.181000Z,2024-02-06T22:15:37.101778Z,"[43, 951, 153, 163, 342]",43 153 163 342 951,dynamic,quarantine,ANONYMIZED,SentinelOne Cloud
8358,1871814863905765436,ANONYMIZED,Virus,malicious,true_positive,2024-01-27T14:42:00.095588Z,2024-01-27T14:41:59.683000Z,2024-01-27T16:55:15.072664Z,"[41, 32, 33]",32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI
8757,1878343925249271797,ANONYMIZED,Malware,suspicious,false_positive,2024-02-05T14:54:04.859477Z,2024-02-05T14:54:03.830000Z,2024-02-05T17:39:16.592014Z,"[163, 342, 126, 305, 437, 43, 293]",43 126 163 293 305 342 437,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
2655,1686329687846360756,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-16T16:36:04.034366Z,2023-05-16T16:36:03.000901Z,2023-05-16T16:42:33.233241Z,[937],937,dynamic,,ANONYMIZED,Application Control
9635,1894026806084380746,ANONYMIZED,Malware,malicious,true_positive,2024-02-27T06:13:09.942074Z,2024-02-27T06:13:07.661000Z,2024-02-27T06:15:01.911807Z,"[29, 25, 24, 23, 12, 6]",6 12 23 24 25 29,static,quarantine,ANONYMIZED,On-Write Static AI
8614,1875350750532485104,ANONYMIZED,Malware,malicious,true_positive,2024-02-01T11:47:10.628776Z,2024-02-01T11:47:08.957000Z,2024-02-01T13:31:16.360516Z,"[25, 24, 23, 6]",6 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI
11407,1921103156669257894,ANONYMIZED,Malware,suspicious,false_positive,2024-04-04T14:49:02.456206Z,2024-04-04T14:49:01.930000Z,2024-04-04T21:52:15.069679Z,"[24, 12]",12 24,static,,ANONYMIZED,On-Write Static AI - Suspicious
10278,1911079845593895100,ANONYMIZED,Malware,malicious,true_positive,2024-03-21T18:54:30.660830Z,2024-03-20T10:33:54.451000Z,2024-03-21T23:41:57.231866Z,"[1, 31]",1 31,static,quarantine,ANONYMIZED,On-Write Static AI
937,1639661206703886929,ANONYMIZED,Malware,suspicious,false_positive,2023-03-13T07:14:07.554141Z,2023-03-13T07:14:07.228000Z,2023-03-13T08:49:43.409398Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
5940,1803198625983487594,ANONYMIZED,Malware,suspicious,false_positive,2023-10-24T22:33:47.120675Z,2023-10-24T22:33:46.647000Z,2023-10-24T23:06:45.691185Z,"[796, 427, 171]",171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
6351,1823006248242953176,ANONYMIZED,Malware,suspicious,false_positive,2023-11-21T06:27:59.698301Z,2023-11-21T06:27:58.072000Z,2023-11-21T06:29:22.033578Z,"[796, 114, 294, 1121, 313, 427, 169, 674, 137, 434, 171]",114 137 169 171 294 313 427 434 674 796 1121,dynamic,,ANONYMIZED,"Documents, Scripts"
1586,1655601202215261061,ANONYMIZED,Malware,suspicious,false_positive,2023-04-04T07:04:03.093956Z,2023-04-04T07:03:58.772000Z,2023-04-04T09:09:08.416100Z,"[293, 145, 122, 43, 171, 710, 201, 169, 311, 264, 198, 151, 631, 633, 427, 174, 98, 266, 199]",43 98 122 145 151 169 171 174 198 199 201 264 266 293 311 427 631 633 710,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
828,1636704717364538848,ANONYMIZED,Malware,suspicious,false_positive,2023-03-09T05:20:06.561020Z,2023-03-09T05:19:57.520000Z,2023-03-09T05:24:49.428379Z,"[43, 269, 293]",43 269 293,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
9948,1904321650550724599,ANONYMIZED,Malware,suspicious,false_positive,2024-03-12T11:07:11.030638Z,2024-03-12T11:06:35.819000Z,2024-03-12T13:09:52.980612Z,"[25, 24, 23, 6]",6 23 24 25,static,,ANONYMIZED,On-Write Static AI - Suspicious
3295,1701279515389930679,ANONYMIZED,Malware,suspicious,false_positive,2023-06-06T07:38:42.354340Z,2023-06-06T07:38:39.479000Z,2023-06-06T07:52:05.687397Z,"[62, 674, 171, 269, 137]",62 137 171 269 674,dynamic,,ANONYMIZED,"Documents, Scripts"
9176,1888162128224948997,ANONYMIZED,Malware,malicious,true_positive,2024-02-19T04:01:05.860784Z,2024-02-19T04:01:05.533000Z,2024-02-19T04:14:59.665794Z,"[298, 817, 199, 793, 427]",199 298 427 793 817,dynamic,remediate,ANONYMIZED,Anti Exploitation / Fileless
3492,1706454694937587603,ANONYMIZED,Packed,suspicious,false_positive,2023-06-13T11:00:51.832427Z,2023-06-13T11:00:50.970000Z,2023-06-13T11:06:09.946759Z,[41],41,static,,ANONYMIZED,On-Write Static AI - Suspicious
10836,1918536389088905589,ANONYMIZED,Malware,malicious,true_positive,2024-04-01T01:49:19.920136Z,2024-04-01T01:49:19.585000Z,2024-04-01T02:03:35.722917Z,"[29, 24, 23, 12]",12 23 24 29,static,quarantine,ANONYMIZED,On-Write Static AI
1626,1656613207953717823,ANONYMIZED,Ransomware,suspicious,false_positive,2023-04-05T16:34:43.580432Z,2023-04-05T16:34:33.513000Z,2023-04-05T19:57:13.338412Z,"[139, 224, 145, 197, 201, 198, 171, 641, 126, 266, 199, 793, 794, 121, 298, 43, 427]",43 121 126 139 145 171 197 198 199 201 224 266 298 427 641 793 794,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
9220,1888311776606663327,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T08:58:25.338528Z,2024-02-19T08:54:42.070000Z,2024-02-19T09:07:40.572144Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6861,1849139524598222345,ANONYMIZED,Malware,suspicious,false_positive,2023-12-27T07:50:09.002845Z,2023-12-27T07:46:57.612000Z,2023-12-27T08:35:00.806256Z,"[894, 97, 437, 43]",43 97 437 894,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
2998,1693372073273419150,ANONYMIZED,Malware,suspicious,true_positive,2023-05-26T09:48:01.798876Z,2023-05-26T09:47:58.682000Z,2023-05-26T10:48:46.915459Z,"[298, 156, 264, 1179, 724, 769, 768, 793, 121, 498, 1163, 293, 427]",121 156 264 293 298 427 498 724 768 769 793 1163 1179,dynamic,quarantine,ANONYMIZED,Manual
2087,1675923840502041129,ANONYMIZED,Malware,suspicious,false_positive,2023-05-02T08:01:30.365819Z,2023-05-02T08:01:30.295366Z,2023-05-02T08:44:32.570018Z,"[236, 583]",236 583,dynamic,,ANONYMIZED,Application Control
3857,1716939849859210374,ANONYMIZED,Malware,suspicious,false_positive,2023-06-27T22:12:59.701526Z,2023-06-27T22:12:59.110000Z,2023-06-27T22:44:47.656589Z,"[462, 121, 796, 427, 122, 171, 674]",121 122 171 427 462 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7669,1858653593150764551,ANONYMIZED,Malware,malicious,true_positive,2024-01-09T10:52:54.354605Z,2024-01-09T10:52:17.854000Z,2024-01-09T11:03:01.029497Z,"[1, 31, 33, 24, 23]",1 23 24 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
10521,1914479713449704718,ANONYMIZED,Malware,malicious,true_positive,2024-03-26T11:29:26.498411Z,2024-03-26T11:29:25.187000Z,2024-03-26T12:32:42.315670Z,"[1, 29, 15, 12]",1 12 15 29,static,quarantine,ANONYMIZED,On-Write Static AI
7034,1853709435571763337,ANONYMIZED,Malware,malicious,true_positive,2024-01-02T15:09:44.841426Z,2024-01-02T15:09:44.307000Z,2024-01-03T06:55:58.688732Z,"[156, 817, 199, 1273, 43]",43 156 199 817 1273,dynamic,remediate,ANONYMIZED,On-Write Static AI - Suspicious
6536,1833192039482279441,ANONYMIZED,Malware,suspicious,false_positive,2023-12-05T07:45:20.634401Z,2023-12-05T07:45:20.193000Z,2023-12-05T08:52:47.128752Z,"[796, 427, 171, 674]",171 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
4418,1731742620159377299,ANONYMIZED,Malware,suspicious,false_positive,2023-07-18T08:23:27.430451Z,2023-07-18T08:23:26.984000Z,2023-07-18T08:54:16.409698Z,"[121, 796, 114, 171, 294, 427]",114 121 171 294 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8196,1868921565068376616,ANONYMIZED,Malware,suspicious,false_positive,2024-01-23T14:53:31.996559Z,2024-01-11T11:32:37.498000Z,2024-01-23T16:06:55.081234Z,"[1, 31, 24]",1 24 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
3254,1700516567213306932,ANONYMIZED,Malware,suspicious,false_positive,2023-06-05T06:22:51.844159Z,2023-06-05T06:22:50.493000Z,2023-06-05T06:47:15.622523Z,"[145, 114, 796, 427, 171, 269, 674]",114 145 171 269 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
5652,1788442007010264415,ANONYMIZED,Malware,suspicious,false_positive,2023-10-04T13:55:01.053762Z,2023-10-04T13:55:00.383000Z,2023-10-04T16:27:32.329693Z,"[796, 114, 294, 427, 171]",114 171 294 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
5477,1781973679100134465,ANONYMIZED,Malware,suspicious,false_positive,2023-09-25T15:43:36.282195Z,2023-09-25T15:43:36.160697Z,2023-09-25T17:03:41.259849Z,[243],243,dynamic,,ANONYMIZED,Application Control
8709,1877445411157181028,ANONYMIZED,Malware,malicious,true_positive,2024-02-04T09:08:53.633855Z,2024-02-04T09:08:52.206000Z,2024-02-04T09:28:42.425481Z,"[1, 29, 24, 15, 12, 6]",1 6 12 15 24 29,static,quarantine,ANONYMIZED,On-Write Static AI
5268,1772349306069340812,ANONYMIZED,Rootkit,suspicious,false_positive,2023-09-12T09:01:41.611306Z,2023-09-12T09:01:40.599582Z,2023-09-12T09:07:28.858385Z,"[942, 399]",399 942,dynamic,,ANONYMIZED,Application Control
2473,1683235945662333543,ANONYMIZED,Infostealer,suspicious,false_positive,2023-05-12T10:09:21.227869Z,2023-05-12T10:09:21.116000Z,2023-05-12T10:54:51.676722Z,"[796, 121, 171, 427, 674]",121 171 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
1413,1649741003211515316,ANONYMIZED,Malware,suspicious,true_positive,2023-03-27T05:00:52.933912Z,2023-03-27T05:00:42.949000Z,2023-03-27T06:58:05.797144Z,"[121, 796, 427, 674, 137, 171, 434]",121 137 171 427 434 674 796,dynamic,remediate,ANONYMIZED,"Documents, Scripts"
6682,1843712332900311592,ANONYMIZED,Malware,suspicious,true_positive,2023-12-19T20:07:17.339917Z,2023-12-19T20:07:17.324440Z,2023-12-20T00:46:32.473743Z,"[1179, 474, 313, 312, 294, 793, 427]",294 312 313 427 474 793 1179,dynamic,remediate,ANONYMIZED,Anti Exploitation / Fileless
1953,1670216706815410863,ANONYMIZED,Malware,suspicious,false_positive,2023-04-24T11:02:27.013113Z,2023-04-24T11:02:26.446000Z,2023-04-24T11:42:11.766667Z,"[1, 24, 12, 6]",1 6 12 24,static,,ANONYMIZED,On-Write Static AI - Suspicious
1491,1651813511274880456,ANONYMIZED,Malware,suspicious,true_positive,2023-03-30T01:38:35.148988Z,2023-03-30T01:38:23.248000Z,2023-03-30T03:58:26.038683Z,"[768, 298, 793, 121, 498, 1163, 293, 427]",121 293 298 427 498 768 793 1163,dynamic,remediate,ANONYMIZED,Manual
12447,1933914949200193891,ANONYMIZED,Malware,malicious,true_positive,2024-04-22T07:03:47.143415Z,2024-04-22T07:03:43.405000Z,2024-04-22T07:51:40.840329Z,"[1, 31, 30, 32, 29, 33, 15, 12, 6]",1 6 12 15 29 30 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
1282,1647059241402193015,ANONYMIZED,Malware,suspicious,true_positive,2023-03-23T12:12:42.013607Z,2023-03-23T12:12:41.693000Z,2023-03-23T13:14:01.659253Z,"[32, 29, 33, 24, 15, 12, 6]",6 12 15 24 29 32 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
2184,1677380372658059114,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-04T08:15:22.529135Z,2023-05-04T08:15:22.041480Z,2023-05-04T08:20:28.779442Z,[937],937,dynamic,,ANONYMIZED,Application Control
9581,1893266997891528235,ANONYMIZED,Malware,suspicious,false_positive,2024-02-26T05:03:33.746952Z,2024-02-26T05:03:32.370000Z,2024-02-26T05:45:53.565006Z,"[674, 951, 138, 725, 114, 796, 427, 1273, 171]",114 138 171 427 674 725 796 951 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
8761,1878398145389624840,ANONYMIZED,Malware,suspicious,false_positive,2024-02-05T16:41:48.404843Z,2024-02-05T16:41:48.036000Z,2024-02-05T20:22:04.434003Z,"[796, 427, 434, 171, 725, 1273]",171 427 434 725 796 1273,dynamic,unquarantine,ANONYMIZED,"Documents, Scripts"
11584,1924599790611499577,ANONYMIZED,Virus,suspicious,false_positive,2024-04-09T10:36:13.707502Z,2024-04-09T10:36:12.175000Z,2024-04-09T11:37:47.644075Z,[12],12,static,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
7318,1855811762305658825,ANONYMIZED,Malware,malicious,true_positive,2024-01-05T12:46:41.724216Z,2024-01-05T12:39:48.985000Z,2024-01-05T13:07:50.794086Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
9750,1895340511125315684,ANONYMIZED,Malware,suspicious,false_positive,2024-02-29T01:43:15.780542Z,2024-02-29T01:43:15.478037Z,2024-02-29T02:44:01.762114Z,"[29, 25, 24, 23, 6]",6 23 24 25 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
2732,1687689773003477064,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-18T13:38:18.823578Z,2023-05-18T13:38:17.922382Z,2023-05-18T13:45:28.969702Z,[937],937,dynamic,,ANONYMIZED,Application Control
2714,1687535014781877297,ANONYMIZED,Malware,suspicious,false_positive,2023-05-18T08:30:50.203157Z,2023-05-18T08:30:49.304000Z,2023-05-18T08:36:29.886485Z,"[1, 31, 29, 21, 12]",1 12 21 29 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
6926,1850114866901634150,ANONYMIZED,Malware,malicious,true_positive,2023-12-28T16:07:58.867522Z,2023-12-28T16:07:58.844446Z,2023-12-28T17:42:49.580332Z,"[29, 24, 15, 12, 6]",6 12 15 24 29,static,quarantine,ANONYMIZED,On-Write Static AI
5860,1797100608151369357,ANONYMIZED,Malware,suspicious,true_positive,2023-10-16T12:38:06.749041Z,2023-10-16T12:38:05.918000Z,2023-10-16T15:54:37.407840Z,[43],43,dynamic,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
4464,1733331080280275192,ANONYMIZED,Malware,suspicious,false_positive,2023-07-20T12:59:26.634462Z,2023-07-20T12:59:26.468000Z,2023-07-20T14:30:10.477855Z,"[171, 122, 126, 796, 427]",122 126 171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7583,1857219391016576968,ANONYMIZED,Malware,suspicious,false_positive,2024-01-07T11:23:24.138245Z,2024-01-07T11:23:23.404000Z,2024-01-07T13:00:45.549437Z,"[1, 31, 32, 28, 33, 12]",1 12 28 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
2483,1683302037124554332,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-12T12:20:39.945007Z,2023-05-12T12:20:39.466318Z,2023-05-12T12:33:55.351585Z,[937],937,dynamic,,ANONYMIZED,Application Control
1964,1670579023355042264,ANONYMIZED,Infostealer,suspicious,false_positive,2023-04-24T23:02:18.509344Z,2023-04-24T23:02:18.494306Z,2023-04-25T00:41:51.992126Z,"[796, 427]",427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
3204,1697937685350033500,ANONYMIZED,Malware,suspicious,false_positive,2023-06-01T16:59:05.171916Z,2023-06-01T16:59:04.875000Z,2023-06-01T18:05:16.280293Z,"[437, 121, 796, 427, 674, 171, 434]",121 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8951,1883020083373410872,ANONYMIZED,Malware,malicious,true_positive,2024-02-12T01:44:46.341362Z,2024-02-12T01:44:45.190000Z,2024-02-12T02:20:15.831473Z,"[1, 29, 12, 11, 10]",1 10 11 12 29,static,quarantine,ANONYMIZED,On-Write Static AI
8681,1876274586402356107,ANONYMIZED,Malware,malicious,true_positive,2024-02-02T18:22:40.446562Z,2024-02-02T18:22:40.326000Z,2024-02-02T18:27:08.768558Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
9319,1888382369642176294,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T11:18:40.683875Z,2024-02-19T08:54:40.984000Z,2024-02-19T11:36:17.006231Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
9356,1888841091177474480,ANONYMIZED,Malware,suspicious,false_positive,2024-02-20T02:30:04.551414Z,2024-02-20T02:30:02.922000Z,2024-02-20T02:46:17.410597Z,"[798, 427, 169, 137, 1273, 951]",137 169 427 798 951 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
5612,1786928905983665901,ANONYMIZED,Malware,suspicious,false_positive,2023-10-02T11:48:45.358977Z,2023-10-02T11:48:43.866000Z,2023-10-02T11:54:42.816796Z,"[796, 427, 674, 171, 434]",171 427 434 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8673,1876191595206358713,ANONYMIZED,Malware,suspicious,false_positive,2024-02-02T15:37:47.124048Z,2024-02-02T15:37:45.305000Z,2024-02-02T17:29:44.567136Z,"[41, 29]",29 41,static,,ANONYMIZED,On-Write Static AI - Suspicious
12690,1935655947647614270,ANONYMIZED,Malware,malicious,true_positive,2024-04-24T16:42:50.332599Z,2024-04-24T16:42:50.091000Z,2024-04-24T17:32:49.203168Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
2982,1693200589928104724,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-26T04:07:19.391988Z,2023-05-26T04:07:19.188171Z,2023-05-26T04:13:52.475068Z,[937],937,dynamic,,ANONYMIZED,Application Control
10990,1918644864299029229,ANONYMIZED,Malware,malicious,true_positive,2024-04-01T05:24:51.172788Z,2024-04-01T05:24:50.951000Z,2024-04-01T05:26:41.659805Z,"[1, 31, 32, 29, 33, 24, 15, 6]",1 6 15 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
11213,1919524520515689626,ANONYMIZED,Malware,malicious,false_positive,2024-04-02T10:32:34.363748Z,2024-04-02T10:31:59.581000Z,2024-04-02T10:43:51.818125Z,"[1, 31, 32, 29, 33]",1 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
11894,1928678555712654702,ANONYMIZED,Malware,suspicious,false_positive,2024-04-15T01:40:00.396795Z,2024-04-15T01:40:00.028000Z,2024-04-15T02:44:17.754571Z,"[796, 427, 171, 1273]",171 427 796 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
113,1898005100033782222,ANONYMIZED,Malware,malicious,true_positive,2024-03-03T17:57:19.525141Z,2024-03-03T17:57:14.592000Z,2024-03-03T19:01:43.430460Z,"[1, 32, 29, 33, 12]",1 12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
6706,1845373743994976934,ANONYMIZED,Malware,suspicious,true_positive,2023-12-22T03:08:12.977318Z,2023-12-22T03:08:11.317000Z,2023-12-22T03:55:01.745072Z,"[1, 31, 32, 29, 33]",1 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
7458,1855812432572253580,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:48:01.625726Z,2024-01-05T12:39:46.232000Z,2024-01-05T13:11:15.666699Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
9967,1904596708435911256,ANONYMIZED,Malware,suspicious,false_positive,2024-03-12T20:13:40.491894Z,2024-03-12T20:13:39.495000Z,2024-03-12T21:52:29.622477Z,"[1, 31, 24, 23]",1 23 24 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
8454,1873478330600220764,ANONYMIZED,Malware,suspicious,false_positive,2024-01-29T21:47:00.771755Z,2024-01-29T21:47:00.505000Z,2024-01-29T23:59:44.709626Z,"[197, 916, 427, 153, 61, 1161]",61 153 197 427 916 1161,dynamic,,ANONYMIZED,Behavioral AI
4949,1753918375835359645,ANONYMIZED,Malware,suspicious,true_positive,2023-08-17T22:42:43.511276Z,2023-08-17T22:42:42.639000Z,2023-08-18T00:15:21.037334Z,"[24, 23, 6]",6 23 24,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
4123,1723139426861811078,ANONYMIZED,Virus,suspicious,true_positive,2023-07-06T11:30:26.872972Z,2023-07-06T11:30:26.859164Z,2023-07-07T12:50:56.970793Z,"[41, 32, 33]",32 33 41,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
3931,1719951622813935943,ANONYMIZED,Malware,suspicious,true_positive,2023-07-02T01:56:51.015664Z,2023-07-02T01:56:50.723000Z,2023-07-03T12:10:29.703707Z,"[1, 31, 6]",1 6 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10913,1918612532563543291,ANONYMIZED,Virus,malicious,true_positive,2024-04-01T04:20:36.929139Z,2024-04-01T04:20:35.713000Z,2024-04-01T04:27:42.945015Z,"[24, 23]",23 24,static,quarantine,ANONYMIZED,On-Write Static AI
